time,Installation and Configuration,Data Collection,Data Processing,Operation and Maintenance
2017/8/25 17:02,0,0.6819838,0.250150532,0.060511574
2017/8/26 4:36,0.35376945,0.072485328,0.215135202,0.34535223
2017/8/27 14:14,0,0.43291229,0.55802257,0
2017/8/28 22:06,0,0.093179166,0.381229758,0.5152161
2017/8/29 9:00,0.40273008,0,0.583730876,0
2017/8/29 20:54,0,0.27838859,0.61182785,0.10642572
2017/8/30 8:29,0,0.69570285,0.290909231,0
2017/8/30 11:35,0.27003992,0.618559241,0.107079044,0
2017/8/30 17:23,0,0.204066589,0.714542642,0.07241796
2017/8/30 23:06,0,0.14666109,0.8519303,0
2017/8/31 8:29,0.37978944,0.604574263,0,0
2017/8/31 14:53,0,0.99208945,0,0
2017/8/31 14:58,0,0.100543432,0.888434529,0
2017/8/31 18:51,0.14058448,0.49325877,0.362756222,0
2017/9/1 0:51,0,0.37446475,0.600516975,0
2017/9/1 6:16,0.13170752,0,0.566172868,0.27729732
2017/9/6 14:23,0,0.413916051,0.576642826,0
2017/9/7 5:04,0.67100143,0.303554863,0,0
2017/9/8 17:10,0.6555975,0.327246994,0,0
2017/9/8 19:40,0,0,0.894472472,0.09696202
2017/9/9 12:59,0,0.708571374,0.281958789,0
2017/9/11 12:06,0.10278089,0.78955656,0,0.097408466
2017/9/12 7:12,0.27307725,0.101902112,0.589582801,0.029564144
2017/9/13 11:16,0,0.818191409,0.174240753,0
2017/9/13 12:51,0.11679166,0.098689996,0.605726302,0.17489909
2017/9/13 20:27,0,0.5794356,0.414034843,0
2017/9/14 11:52,0,0.29414982,0.378068686,0.3219967
2017/9/14 15:27,0.25466973,0.73829776,0,0
2017/9/15 13:52,0,0.37049675,0.611841857,0
2017/9/17 10:22,0.77332497,0.22151175,0,0
2017/9/18 7:43,0,0.156239033,0.836218983,0
2017/9/18 8:41,0,0.9938694,0,0
2017/9/19 7:56,0,0.88740695,0.108214401,0
2017/9/20 5:36,0.15840243,0.47471315,0.365065008,0
2017/9/21 4:38,0.30687928,0.635625541,0.047130834,0
2017/9/21 13:28,0.042732935,0.9279524,0.027663326,0
2017/9/25 6:31,0,0.755028069,0.238136828,0
2017/9/25 15:57,0.06683711,0.59028995,0,0.31988177
2017/9/26 14:35,0.9784343,0,0,0
2017/9/26 20:46,0,0.15613534,0.790284574,0.050739493
2017/9/27 9:13,0,0.522839487,0.465135366,0
2017/9/28 12:07,0.1214325,0.657893419,0.215050116,0
2017/9/29 11:12,0,0.092103772,0.90488356,0
2017/10/2 8:35,0,0.053105574,0.92396003,0
2017/10/3 22:18,0,0.8305675,0.097725414,0.0650602
2017/10/5 9:26,0.24162725,0.7050859,0.045170464,0
2017/10/6 1:11,0,0.7880463,0.205375332,0
2017/10/9 9:22,0.3793408,0.59933722,0,0
2017/10/10 9:51,0,0.44900596,0.544563184,0
2017/10/10 22:50,0,0.50157326,0.49690786,0
2017/10/13 18:14,0.64679474,0.164448947,0.184675023,0
2017/10/13 19:36,0,0.696923733,0.286167949,0
2017/10/15 13:25,0.3087885,0.409071445,0.070401229,0.2014562
2017/10/15 21:07,0,0.75651145,0.236264959,0
2017/10/16 4:57,0,0.590605915,0.40326035,0
2017/10/16 13:01,0.14882423,0.450861633,0.394141525,0
2017/10/17 9:57,0,0.989801347,0,0
2017/10/17 11:47,0.45103896,0.536319196,0,0
2017/10/18 9:33,0.41279167,0.42417124,0.160247862,0
2017/10/18 11:20,0.4329791,0.436854392,0.120768789,0
2017/10/18 17:32,0.21179548,0.601942,0.183295608,0
2017/10/19 11:50,0,0.232707351,0.509784758,0.24635796
2017/10/20 9:54,0,0,0.974539414,0
2017/10/22 15:23,0,0.213337228,0.737490833,0.04493627
2017/10/23 8:45,0,0.343143761,0.643144667,0
2017/10/23 15:43,0,0.211942121,0.786122002,0
2017/10/23 16:46,0,0.734698,0.153453887,0.1032868
2017/10/24 12:38,0,0,0.59762916,0.38183734
2017/10/26 11:55,0,0.939994097,0.052922197,0
2017/10/27 8:23,0,0.6881057,0.302799441,0
2017/10/27 12:03,0.31277144,0.582846642,0,0.09701312
2017/10/27 17:01,0,0.61588526,0.381198227,0
2017/10/31 13:52,0,0.731128097,0.26452202,0
2017/11/2 10:34,0.22208847,0.54840934,0.085342437,0.14179714
2017/11/2 12:47,0.09746804,0,0.876065433,0
2017/11/2 19:03,0,0,0.900702819,0.09019685
2017/11/2 19:47,0,0,0.990090787,0
2017/11/5 14:12,0,0.98310673,0,0
2017/11/5 20:26,0,0,0.900781333,0.09196193
2017/11/6 1:27,0.2800745,0.47593662,0.239185974,0
2017/11/6 12:21,0,0.456220984,0.5288167,0
2017/11/7 11:51,0,0.983242154,0,0
2017/11/7 12:08,0.56899136,0.403174013,0,0
2017/11/8 14:54,0.13508685,0.652841151,0.112544715,0.09654449
2017/11/8 20:21,0,0.2797208,0.622836947,0.086331196
2017/11/8 23:19,0.17021914,0.199919209,0.626969874,0
2017/11/10 8:14,0,0.989057362,0,0
2017/11/10 12:30,0,0.437295169,0.555556551,0
2017/11/13 5:54,0,0.31732285,0,0.6601242
2017/11/13 8:37,0,0,0.973654568,0
2017/11/13 10:35,0,0.785493612,0.19789809,0
2017/11/15 8:06,0,0.968038082,0,0
2017/11/16 7:36,0.58070827,0.224511176,0.185500115,0
2017/11/16 16:21,0.34259826,0.20142743,0.447351128,0
2017/11/17 9:35,0.46329194,0.394677877,0.135010526,0
2017/11/17 15:22,0,0.228159592,0.343810394,0.41925296
2017/11/17 16:28,0,0.915749848,0,0.07170742
2017/11/20 8:29,0.112257175,0.882174551,0,0
2017/11/20 11:20,0.43232867,0.261428952,0.290498398,0
2017/11/21 18:14,0,0.7067485,0.28491959,0
2017/11/22 7:25,0.8047435,0.178104669,0,0
2017/11/23 13:54,0,0,0.823135018,0.1561182
2017/11/24 6:59,0,0,0.632045209,0.3359445
2017/11/26 17:52,0.3836879,0.35247102,0.256710261,0
2017/11/27 9:27,0.461998,0.293524593,0.167852402,0.06909722
2017/11/28 17:10,0.26629132,0.21984175,0.511291623,0
2017/11/30 5:20,0.092181884,0.137253076,0.762196243,0
2017/11/30 16:38,0.2547503,0.410976171,0.322235018,0
2017/12/3 23:00,0.4252103,0.533835292,0,0.03346645
2017/12/5 12:08,0.14877622,0.6568137,0.183762252,0
2017/12/5 14:15,0.087231964,0.32701132,0.583124161,0
2017/12/6 11:31,0.52110493,0.07695952,0.400261343,0
2017/12/6 17:50,0.37988174,0.5962368,0,0
2017/12/7 5:31,0,0.267688543,0.728546083,0
2017/12/14 10:29,0.2740522,0.699234903,0,0
2017/12/14 21:09,0,0.601864219,0.16700232,0.22229895
2017/12/15 22:16,0.24412909,0.237073064,0.354091287,0.16193764
2017/12/17 17:54,0.626846,0.309096873,0.05158864,0
2017/12/19 10:31,0.09532384,0,0.882620543,0
2017/12/20 5:48,0.21168263,0.76945704,0,0
2017/12/20 7:24,0.050169576,0.243562192,0.691774189,0
2017/12/21 12:59,0.37838277,0.58282423,0.030263286,0
2017/12/22 9:44,0.46404147,0.134625018,0.390969604,0
2017/12/22 13:09,0.6580705,0.249253571,0,0.07624021
2018/1/2 12:41,0,0.158674479,0.822681606,0
2018/1/5 10:45,0.2678137,0,0.720384717,0
2018/1/5 11:14,0,0,0.981121004,0
2018/1/9 6:09,0.31749797,0.65706635,0.022193989,0
2018/1/9 15:13,0,0.991152287,0,0
2018/1/9 22:59,0,0,0.347446837,0.6473579
2018/1/10 20:44,0,0.35097906,0.577780545,0.06545238
2018/1/11 14:02,0.4327586,0.552062988,0,0
2018/1/11 16:14,0.08504381,0.27098697,0.642346226,0
2018/1/11 16:40,0,0,0.502741754,0.4740977
2018/1/14 15:23,0,0.38443011,0.60992324,0
2018/1/16 12:40,0,0.674923599,0.31890291,0
2018/1/16 13:55,0.07323089,0.364892721,0.502376199,0.05280825
2018/1/17 14:43,0,0.68323487,0.232584834,0.074693486
2018/1/19 7:05,0,0.653500855,0.334604908,0
2018/1/19 8:54,0,0.213506967,0.777386904,0
2018/1/19 10:38,0.06734088,0.095333159,0.823810816,0
2018/1/23 11:10,0.18386681,0.481005371,0.323940039,0
2018/1/23 14:40,0,0.7008557,0.28009817,0
2018/1/29 14:52,0,0.255265266,0.712701023,0
2018/1/30 16:29,0.14662912,0.781154692,0.058611039,0
2018/1/31 11:55,0,0.03527952,0.659074664,0.29075378
2018/2/1 13:10,0,0.5448489,0.445433974,0
2018/2/4 14:10,0.06395294,0,0.911783457,0
2018/2/4 19:01,0,0.646953762,0.336585224,0
2018/2/5 12:19,0.31280968,0.681310654,0,0
2018/2/6 8:28,0.21217863,0.157504633,0.622241735,0
2018/2/7 10:04,0,0,0.936061621,0.051251076
2018/2/7 17:45,0.108509436,0.748188972,0.134156361,0
2018/2/8 16:47,0,0.975797832,0,0
2018/2/11 18:05,0,0,0.763116017,0.22782972
2018/2/12 11:32,0,0.783371925,0.211256608,0
2018/2/12 11:50,0.28440562,0.5224917,0,0.17561859
2018/2/16 13:13,0,0.269628823,0.716262579,0
2018/2/17 5:17,0,0.135359973,0.85657835,0
2018/2/19 9:45,0.19759929,0.668305278,0.120354943,0
2018/2/27 3:01,0.13915439,0.224271193,0.629462719,0
2018/2/27 18:25,0.04756921,0.9428415,0,0
2018/3/1 8:28,0.16830866,0.611411154,0,0.2079728
2018/3/2 3:19,0,0.298234016,0.683399379,0
2018/3/2 4:19,0,0,0.85999475,0.13540421
2018/3/5 14:53,0,0.844481587,0.148543119,0
2018/3/5 15:57,0.27743897,0.323882639,0.388311088,0
2018/3/7 8:58,0.14648172,0.24094649,0.586919591,0.024208961
2018/3/8 14:53,0.27207544,0.354658663,0.357157953,0
2018/3/9 16:32,0,0.490643084,0.503601678,0
2018/3/13 13:06,0.08370539,0.901537955,0,0
2018/3/14 7:47,0.0916001,0.399907023,0.431379139,0.071725376
2018/3/15 13:30,0.49506494,0.313215107,0.18732775,0
2018/3/16 9:16,0,0.40447396,0.573001742,0
2018/3/16 9:27,0.16153274,0.25943422,0.575480342,0
2018/3/16 10:36,0,0.6884995,0.305756919,0
2018/3/16 12:45,0,0.131354228,0.848718181,0
2018/3/19 13:08,0,0.115702257,0.869228333,0
2018/3/20 16:13,0,0,0.972484589,0
2018/3/21 10:35,0,0.973671675,0,0
2018/3/22 13:48,0,0.467548132,0.480302751,0.046905648
2018/3/25 10:08,0,0.816551685,0.17224808,0
2018/3/26 9:55,0.22135437,0.75978637,0,0
2018/3/27 5:42,0.093600586,0,0.897127986,0
2018/3/30 3:08,0.68638504,0.175541282,0.060726557,0.068840005
2018/4/2 15:23,0,0,0.529104486,0.44885156
2018/4/3 16:53,0.0728611,0,0.901687503,0
2018/4/4 15:11,0,0,0.978092909,0
2018/4/6 19:19,0.12289993,0.576396406,0.293199122,0
2018/4/7 7:16,0,0,0.977490246,0
2018/4/8 1:21,0,0.12271814,0.807774663,0.065685265
2018/4/8 17:43,0,0.333986491,0.6640672,0
2018/4/9 5:57,0.36816642,0.54645526,0.078343213,0
2018/4/9 12:40,0,0.56291151,0.429864913,0
2018/4/9 19:09,0,0,0.990689278,0
2018/4/9 23:44,0.48766196,0.38603878,0.122646213,0
2018/4/10 7:35,0.41339424,0.191229716,0,0.37297726
2018/4/10 7:44,0.9634602,0,0,0
2018/4/11 14:03,0,0,0.922250867,0.062612996
2018/4/13 18:11,0,0.7721922,0.211068019,0
2018/4/16 14:21,0,0.163296655,0.712302744,0.11325265
2018/4/17 7:01,0,0.075859554,0.837215781,0.08387929
2018/4/17 8:58,0,0.36982685,0.623673797,0
2018/4/17 10:26,0,0.973671317,0,0
2018/4/17 10:46,0,0,0.979879737,0
2018/4/18 13:32,0.19966586,0.070044518,0.716686249,0
2018/4/18 16:12,0,0.354492337,0.599004716,0.038996726
2018/4/19 6:15,0.111775935,0.644400239,0.239145052,0
2018/4/20 2:54,0,0.063225344,0.905872941,0.028484508
2018/4/24 8:11,0,0,0.970271766,0
2018/4/25 21:21,0,0.425640255,0.566244319,0
2018/4/26 22:29,0,0.181185693,0.806762934,0
2018/4/30 7:03,0,0.77043563,0.036365379,0.18755423
2018/5/1 10:38,0.55792826,0.249090761,0,0.16883066
2018/5/2 10:13,0,0.358785987,0.5312711,0.10364252
2018/5/2 12:26,0,0.098851681,0.65943706,0.23917903
2018/5/6 13:43,0,0.445327818,0.329581283,0.21978071
2018/5/7 13:07,0,0.143801793,0.846729636,0
2018/5/8 11:55,0,0.918145299,0,0.0650969
2018/5/8 14:32,0,0,0.936461926,0.048666455
2018/5/10 2:00,0,0.153982818,0.836684346,0
2018/5/10 6:11,0,0.67168206,0.316486239,0
2018/5/11 7:04,0,0.074751981,0.911782265,0
2018/5/13 2:25,0,0.26031843,0,0.73232466
2018/5/14 3:35,0,0.22483402,0.774441212,0
2018/5/14 8:06,0,0.607155144,0.384140462,0
2018/5/16 10:18,0.16418035,0,0.76547195,0.064513564
2018/5/16 15:34,0,0.44310609,0.552322507,0
2018/5/17 8:25,0.056842223,0.079355717,0.345337048,0.5093994
2018/5/17 10:14,0,0.241033539,0.752883509,0
2018/5/17 14:42,0,0.250457823,0.695456699,0.050695237
2018/5/18 13:32,0,0.983695567,0,0
2018/5/18 18:09,0.09578171,0.76573306,0.135821834,0
2018/5/21 11:53,0.14778379,0,0.622664571,0.21737291
2018/5/23 14:12,0,0.30686897,0.683841765,0
2018/5/24 1:45,0,0.544695973,0.226057082,0.2218921
2018/5/24 6:25,0,0.55063665,0.4429259,0
2018/5/24 13:17,0,0.19774388,0.774176598,0
2018/5/24 21:31,0,0.64177984,0.354842007,0
2018/5/25 4:25,0,0.667780161,0.269357741,0.05843857
