time,Installation and Configuration,Data Collection,Data Processing,Operation and Maintenance
2019/4/29 15:01,0.146053359,0,0.845380962,0
2019/5/1 2:15,0,0.484140128,0.513531327,0
2019/5/1 15:39,0.994650722,0,0,0
2019/5/2 1:04,0,0,0,0.99914396
2019/5/3 14:56,0.12458732,0,0,0.85920703
2019/5/6 12:57,0,0,0.984330475,0
2019/5/6 15:32,0.993620396,0,0,0
2019/5/7 15:31,0.793699,0.194932818,0,0
2019/5/8 19:32,0,0,0.807564586,0.18439065
2019/5/13 11:47,0,0.462465465,0.532695889,0
2019/5/13 15:27,0,0,0.987220347,0
2019/5/15 21:28,0,0,0.813156903,0.1845876
2019/5/16 12:41,0.539925218,0,0.454347007,0
2019/5/17 17:14,0.153881624,0.255039126,0.210625067,0.37032303
2019/5/17 22:21,0.98583585,0,0,0
2019/5/20 13:38,0.23596698,0,0.757774353,0
2019/5/22 15:29,0,0.216476858,0.778701872,0
2019/5/27 13:22,0,0.9919555,0,0
2019/5/29 13:40,0,0,0.256432205,0.7313457
2019/5/29 20:06,0.994324684,0,0,0
2019/5/30 2:49,0.284905374,0,0.699127674,0
2019/6/3 12:15,0,0.5551073,0.310988873,0.12647416
2019/6/4 21:30,0,0,0.975157976,0
2019/6/5 9:44,0,0,0.775500655,0.21580209
2019/6/6 7:50,0,0.212849542,0.782615364,0
2019/6/8 14:44,0.148399651,0,0.476097345,0.36567104
2019/6/8 17:39,0,0,0,0.98480386
2019/6/12 4:14,0.73313034,0,0.260451853,0
2019/6/12 11:43,0,0.98867625,0,0
2019/6/17 7:41,0,0,0.989412069,0
2019/6/17 15:13,0,0,0.991708279,0
2019/6/17 19:44,0.347429514,0,0,0.6448034
2019/6/18 22:33,0,0,0.99856548,0
2019/6/24 15:59,0,0,0.995268583,0
2019/6/25 2:28,0.37584975,0.42597848,0.094302751,0.101227194
2019/6/27 20:51,0,0.226411894,0.761029184,0
2019/6/29 5:26,0.220698327,0.09994448,0,0.6666757
2019/7/2 1:22,0.9868183,0,0,0
2019/7/2 9:50,0,0,0.976150334,0
2019/7/2 16:39,0,0,0.992678672,0
2019/7/2 18:13,0,0,0.741906583,0.25396118
2019/7/3 10:42,0,0,0.995925069,0
2019/7/3 15:38,0,0,0.988746285,0
2019/7/8 9:21,0.933371723,0,0.026520346,0
2019/7/9 16:20,0.5652731,0,0.170893542,0.2604935
2019/7/9 22:17,0,0,0.993257165,0
2019/7/10 6:56,0,0,0.984727621,0
2019/7/10 8:44,0,0,0.993271708,0
2019/7/10 20:51,0.137247115,0,0.857239775,0
2019/7/11 22:20,0,0,0.997972086,0
2019/7/12 6:22,0.7867905,0,0,0.20892382
2019/7/12 7:25,0,0,0.985152155,0
2019/7/12 14:53,0,0.110798724,0.877022445,0
2019/7/12 18:22,0,0.243065178,0.749059379,0
2019/7/15 12:01,0.40341866,0,0.588148594,0
2019/7/16 9:25,0.148521498,0,0.846678019,0
2019/7/16 14:33,0.023316246,0,0.504537106,0.46753407
2019/7/17 14:02,0,0.32589677,0.668317616,0
2019/7/22 15:32,0,0.635638356,0,0.35729325
2019/7/23 10:21,0,0,0.992461741,0
2019/7/26 17:22,0,0,0.994648576,0
2019/7/26 18:05,0.9818057,0,0,0
2019/7/29 14:36,0,0,0.990971506,0
2019/7/31 17:34,0,0,0.988333464,0
2019/8/2 2:03,0,0,0.388208784,0.6085437
2019/8/2 7:06,0,0.269351393,0.723265171,0
2019/8/2 23:59,0.49153915,0,0.497935623,0
2019/8/5 10:44,0,0,0.995521754,0
2019/8/7 9:41,0.350228399,0.123129904,0.519529283,0
2019/8/7 9:41,0.69417423,0.084890172,0.216707036,0
2019/8/7 19:20,0.638858438,0,0.351691246,0
